"R0000100","R0618300","R2925010","R2928400","T1215600"
4492,-4,-5,-5,-5
4493,74,961,3,3
4494,78,-4,-4,2
4495,64,1282,3,1
4496,66,1000,0,1
4497,24,900,0,1
4498,45,1275,3,1
4499,35,1250,4,2
4500,19,630,2,1
4501,18,800,2,0
4502,-4,923,3,-5
4503,2,700,2,0
4504,1,-5,-5,-5
4505,14,-5,-5,-5
4506,18,-4,-4,2
4507,4,-5,-5,0
4508,73,1529,4,4
4509,93,887,4,1
4510,85,1500,3,-5
4511,80,909,4,1
4512,90,-5,-5,-5
4513,79,1367,3,1
4514,82,-4,-4,3
4515,59,581,4,-5
4516,99,-5,-5,-5
4517,38,1346,5,2
4518,23,1050,3,5
4519,41,2000,0,1
4520,58,494,3,-5
4521,-4,-5,-5,-5
4522,31,666,0,-5
4523,57,175,3,1
4524,50,4326,0,1
4525,34,697,4,2
4526,57,750,3,1
4527,36,1346,3,-5
4528,80,1300,4,2
4529,-4,-4,-4,8
4530,67,-5,-5,-5
4531,73,1503,5,3
4532,81,1625,5,3
4533,47,1376,6,-5
4534,72,900,4,1
4535,99,809,4,1
4536,63,-4,-4,1
4537,33,-4,-4,4
4538,59,844,3,1
4539,66,714,4,1
4540,26,1176,5,3
4541,11,750,-3,1
4542,4,500,0,1
4543,13,-4,-4,1
4544,4,500,2,1
4545,61,1602,3,1
4546,40,1453,3,-5
4547,51,1605,3,-5
4548,84,1453,5,4
4549,47,-4,-4,5
4550,76,961,0,4
4551,32,820,3,-5
4552,58,-4,-4,1
4553,36,90,0,-5
4554,73,1375,4,-5
4555,94,-4,-4,4
4556,72,-5,-5,-5
4557,6,-4,-4,1
4558,40,937,-2,1
4559,-4,1000,0,1
4560,71,174,3,1
4561,45,429,3,1
4562,11,217,0,1
4563,40,1400,3,1
4564,79,1511,5,-5
4565,30,649,3,4
4566,74,1247,3,1
4567,74,-5,-5,-5
4568,-4,697,2,2
4569,66,1200,3,1
4570,77,600,0,5
4571,59,966,3,2
4572,41,393,0,1
4573,-4,-5,-5,-5
4574,33,930,3,-5
4575,31,1100,2,-5
4576,29,515,3,5
4577,37,2103,3,1
4578,52,-4,-4,1
4579,74,900,0,1
4580,57,500,0,1
4581,7,400,0,1
4582,47,100001,4,-5
4583,68,1183,0,1
4584,-4,-5,-5,1
4585,69,-4,-4,8
4586,82,695,4,2
4587,84,1428,5,-5
4588,20,-4,3,0
4589,39,440,3,1
4590,80,1241,4,4
4591,82,-5,-5,-5
4592,38,1400,5,3
4593,47,515,3,1
4594,34,1000,0,1
4595,41,1975,3,2
4596,70,-5,-5,1
4597,24,500,2,0
4598,18,590,0,-5
4599,38,-5,-5,-5
4600,55,697,3,-5
4601,25,1300,1,1
4602,56,1017,3,1
4603,35,-5,-5,-5
4604,39,518,3,-4
4605,95,232,4,-5
4606,88,1250,5,4
4607,68,1300,3,3
4608,34,1000,3,-5
4609,91,2076,5,5
4610,76,1000,3,-5
4611,86,-4,5,3
4612,74,658,3,1
4613,62,700,4,1
4614,-4,-4,-4,1
4615,-4,1200,2,1
4616,85,1000,3,5
4617,49,-5,-5,-5
4618,11,1000,0,0
4619,10,-4,-4,0
4620,1,-4,-4,-5
4621,66,1730,4,1
4622,28,150,3,1
4623,11,700,3,1
4624,32,550,3,2
4625,82,-4,-4,4
4626,72,3250,5,4
4627,52,1220,6,2
4628,44,-4,-4,1
4629,55,1902,3,-5
4630,42,1600,3,1
4631,88,-4,-4,4
4632,50,1650,5,3
4633,39,2121,3,1
4634,59,1066,4,5
4635,91,-4,-4,4
4636,41,342,4,2
4637,2,450,3,1
4638,4,425,2,1
4639,35,-5,-5,-5
4640,21,730,3,-5
4641,53,-4,-4,1
4642,49,-4,-4,1
4643,20,-4,-4,1
4644,-4,850,3,-5
4645,57,387,3,3
4646,35,1022,1,-5
4647,89,-5,-5,-5
4648,69,525,3,4
4649,58,800,4,2
4650,68,2300,4,4
4651,31,1200,4,1
4652,97,875,3,3
4653,3,-4,-4,1
4654,38,750,0,3
4655,43,940,4,8
4656,-4,2500,3,1
4657,55,-4,3,1
4658,33,-5,-5,-5
4659,89,1200,5,-5
4660,72,-4,4,-5
4661,66,1000,1,1
4662,99,1355,3,3
4663,15,625,4,1
4664,69,1346,6,5
4665,84,2000,4,-5
4666,95,-5,-5,-5
4667,70,867,5,-5
4668,74,12,3,4
4669,17,777,4,1
4670,18,525,3,1
4671,10,1000,2,-5
4672,18,1000,2,8
4673,3,-4,1,1
4674,7,666,4,-5
4675,47,1075,4,1
4676,84,1225,2,1
4677,52,1009,4,-5
4678,15,525,2,1
4679,66,1057,3,2
4680,61,1634,3,2
4681,9,-5,-5,0
4682,85,1367,5,-5
4683,72,865,5,5
4684,62,1100,4,8
4685,21,543,4,-5
4686,87,1442,5,3
4687,73,965,5,1
4688,93,2307,5,3
4689,99,961,3,3
4690,80,-4,-4,1
4691,97,1518,5,5
4692,89,650,2,5
4693,42,2218,5,3
4694,68,3289,5,3
4695,96,3076,4,3
4696,74,664,4,-5
4697,87,-5,-5,-5
4698,70,1125,5,3
4699,64,3120,5,3
4700,79,1129,5,4
4701,62,1849,3,1
4702,80,2236,4,2
4703,-4,1600,4,1
4704,61,-4,-2,-4
4705,68,1373,2,3
4706,80,875,3,4
4707,58,1976,4,1
4708,16,642,3,1
4709,53,1648,5,-5
4710,15,600,2,1
4711,17,710,3,1
4712,4,750,-1,1
4713,52,1282,4,-5
4714,52,-4,-4,1
4715,99,800,2,-5
4716,5,1012,3,1
4717,35,5813,3,2
4718,28,1600,3,-5
4719,29,-5,-5,-5
4720,55,1350,3,1
4721,99,2000,6,-5
4722,36,540,4,1
4723,81,-4,-4,4
4724,11,350,0,1
4725,-4,-5,-5,-5
4726,33,845,4,2
4727,-4,-4,-4,-5
4728,58,-4,-4,-5
4729,57,-4,-4,1
4730,39,-4,-4,0
4731,17,1000,0,0
4732,20,400,3,1
4733,11,345,2,0
4734,24,425,3,1
4735,28,-4,-4,1
4736,11,550,0,0
4737,61,946,5,4
4738,64,1225,3,2
4739,42,1050,4,-5
4740,30,-4,-4,1
4741,5,395,2,-5
4742,99,-4,-4,4
4743,-4,-5,-5,-5
4744,-4,-5,-5,1
4745,42,350,2,-5
4746,29,100,0,1
4747,11,435,3,1
4748,43,625,1,1
4749,56,-5,-5,1
4750,13,1000,3,1
4751,12,765,3,-5
4752,57,900,3,1
4753,89,-4,-4,3
4754,81,1562,6,5
4755,46,1000,3,1
4756,99,1718,5,5
4757,85,795,5,4
4758,85,683,5,5
4759,52,1086,3,1
4760,93,705,4,4
4761,32,253,3,-5
4762,31,459,0,1
4763,42,1484,4,2
4764,34,850,2,1
4765,62,-4,-4,1
4766,69,550,4,2
4767,99,1098,3,3
4768,86,-5,-5,2
4769,47,750,3,1
4770,48,858,3,1
4771,34,1623,3,-5
4772,49,600,2,1
4773,8,400,0,-5
4774,46,-4,3,1
4775,-3,550,3,-5
4776,13,470,2,1
4777,30,520,2,1
4778,18,552,4,1
4779,7,400,0,0
4780,30,436,3,1
4781,12,335,1,0
4782,16,450,1,0
4783,-4,575,3,1
4784,21,701,0,1
4785,51,400,3,1
4786,-4,450,3,1
4787,12,700,2,0
4788,35,865,3,1
4789,66,1200,4,-5
4790,18,625,3,1
4791,16,987,3,-5
4792,-4,600,3,2
4793,84,1068,3,3
4794,56,1500,0,4
4795,82,1057,4,4
4796,50,335,3,1
4797,72,1176,4,-5
4798,86,623,3,5
4799,91,350,1,3
4800,47,1201,3,-5
4801,55,400,2,2
4802,43,500,4,1
4803,80,307,2,1
4804,42,475,2,1
4805,69,681,4,2
4806,53,948,3,1
4807,51,685,2,0
4808,84,36538,4,1
4809,12,450,2,0
4810,84,-4,-4,8
4811,-4,1035,3,2
4812,97,1730,5,3
4813,47,755,3,2
4814,-4,-5,-5,-5
4815,87,730,4,2
4816,94,1654,5,5
4817,53,-5,-5,-5
4818,82,625,4,1
4819,94,850,4,1
4820,72,400,1,4
4821,92,1092,5,4
4822,52,769,4,1
4823,77,-4,-4,1
4824,68,-4,3,-5
4825,87,1057,4,1
4826,65,600,3,5
4827,84,-5,-5,-5
4828,82,770,4,3
4829,84,1207,5,4
4830,89,1688,5,4
4831,91,765,3,5
4832,85,1075,3,2
4833,73,1586,6,5
4834,43,-4,-4,1
4835,74,1201,4,-5
4836,27,594,2,-5
4837,56,-4,-4,1
4838,30,-4,-4,0
4839,50,222,3,1
4840,84,520,2,2
4841,67,1040,3,3
4842,45,758,3,5
4843,39,-4,-4,2
4844,19,375,3,1
4845,51,892,3,-5
4846,54,897,3,1
4847,61,985,1,-5
4848,49,833,4,2
4849,36,320,2,1
4850,8,484,4,-5
4851,19,683,3,-5
4852,7,706,3,1
4853,45,-4,-4,-5
4854,67,865,3,1
4855,57,-4,-4,2
4856,69,1000,3,2
4857,98,1540,5,-5
4858,73,2100,4,1
4859,93,650,3,8
4860,21,700,2,-5
4861,80,-4,-4,1
4862,84,-4,-4,1
4863,23,-4,-4,1
4864,35,365,3,1
4865,53,427,3,8
4866,63,1796,4,-5
4867,42,500,2,1
4868,76,-4,-4,-5
4869,96,1146,5,-5
4870,72,1000,3,5
4871,99,1000,4,4
4872,18,400,3,5
4873,92,1371,5,4
4874,95,1428,5,4
4875,42,-4,-4,2
4876,61,380,2,1
4877,91,700,3,4
4878,87,612,3,5
4879,71,-4,-3,1
4880,57,874,4,2
4881,75,1279,4,2
4882,87,400,2,1
4883,55,500,0,1
4884,74,1028,3,1
4885,84,500,2,-5
4886,62,927,5,5
4887,38,-5,-5,-5
4888,56,1187,3,1
4889,78,576,4,2
4890,41,576,4,8
4891,41,-5,-5,-5
4892,58,1076,4,3
4893,41,-4,-4,1
4894,73,961,4,3
4895,75,475,3,-5
4896,89,1682,5,4
4897,79,1600,4,4
4898,65,-4,-4,-4
4899,14,500,3,-5
4900,59,500,0,1
4901,23,920,3,0
4902,37,534,3,0
4903,33,783,3,1
4904,15,795,3,1
4905,-4,600,2,-5
4906,6,-4,-4,1
4907,90,-4,-4,7
4908,27,1442,5,-5
4909,46,-5,-5,-5
4910,27,580,1,8
4911,71,2222,3,1
4912,80,935,3,2
4913,44,800,3,1
4914,23,1400,2,1
4915,2,1125,0,0
4916,4,-4,-4,0
4917,6,658,3,1
4918,5,335,0,0
4919,37,66,2,5
4920,39,475,3,2
4921,95,2060,5,-4
4922,48,520,3,1
4923,13,335,3,0
4924,51,784,4,1
4925,73,1153,4,1
4926,59,1019,3,1
4927,78,1153,5,4
4928,67,-4,-4,-5
4929,45,565,3,2
4930,36,-4,3,1
4931,68,585,4,1
4932,55,758,2,1
4933,64,-4,-4,2
4934,19,364,3,1
4935,3,-4,-4,0
4936,26,650,2,0
4937,3,500,0,0
4938,37,162,0,1
4939,68,750,3,4
4940,10,600,2,-5
4941,11,500,2,0
4942,12,800,0,1
4943,32,609,3,2
4944,81,332,4,-5
4945,37,804,3,-5
4946,6,468,0,0
4947,5,400,0,0
4948,27,-5,-5,-5
4949,11,750,2,-5
4950,13,-4,-4,0
4951,44,500,3,-5
4952,21,650,3,1
4953,67,500,1,1
4954,61,923,3,5
4955,49,670,4,1
4956,43,769,5,8
4957,21,375,0,0
4958,22,-4,-4,1
4959,98,647,3,2
4960,28,700,3,0
4961,63,775,3,1
4962,51,680,2,1
4963,58,1576,3,1
4964,82,1121,5,3
4965,61,675,4,-5
4966,55,642,4,1
4967,59,534,4,1
4968,87,1750,4,2
4969,3,625,3,1
4970,14,-5,-5,5
4971,12,700,5,4
4972,26,-4,-4,1
4973,70,-4,-4,2
4974,75,-4,-4,1
4975,89,673,5,5
4976,67,1430,5,4
4977,7,-4,-4,0
4978,14,366,0,0
4979,52,397,4,1
4980,1,-4,-4,0
4981,17,815,4,2
4982,39,500,2,0
4983,19,500,3,-5
4984,75,450,3,-5
4985,5,400,3,0
4986,19,1575,3,-5
4987,87,1220,5,2
4988,78,641,5,3
4989,76,818,5,3
4990,81,-4,-4,7
4991,63,1400,5,-5
4992,31,1750,3,1
4993,52,312,-2,-5
4994,84,1692,5,-5
4995,73,1583,5,3
4996,61,664,4,-5
4997,67,812,4,2
4998,71,700,3,3
4999,76,930,3,5
5000,99,6942,6,7
5001,58,1250,3,3
5002,76,1201,5,3
5003,79,1118,4,5
5004,72,1461,5,-5
5005,50,1602,3,-5
5006,99,448,6,6
5007,25,750,3,1
5008,85,-5,-5,-5
5009,89,-5,-5,-5
5010,99,1307,5,5
5011,93,-5,-5,-5
5012,81,-4,-4,8
5013,57,897,4,1
5014,9,308,5,0
5015,11,364,3,-5
5016,33,-4,-4,1
5017,94,2037,3,1
5018,95,1623,5,-5
5019,96,1837,5,4
5020,97,1826,5,4
5021,96,201,4,5
5022,73,800,4,2
5023,76,1025,4,5
5024,38,897,3,1
5025,66,1000,0,1
5026,52,1440,4,1
5027,58,-5,-5,-5
5028,96,2692,3,3
5029,99,2518,5,8
5030,75,620,5,-5
5031,48,581,3,2
5032,76,116,3,2
5033,77,1624,3,1
5034,62,888,3,1
5035,64,784,4,1
5036,98,1394,5,5
5037,35,636,4,1
5038,51,800,5,-5
5039,57,1442,5,5
5040,82,-4,6,-5
5041,13,-4,-4,1
5042,10,683,3,1
5043,27,350,3,1
5044,97,1765,4,5
5045,6,-5,-5,1
5046,13,700,3,1
5047,11,-5,-5,-5
5048,69,1982,3,2
5049,59,549,3,2
5050,30,562,3,1
5051,58,930,3,1
5052,76,1500,5,-5
5053,15,813,4,8
5054,55,761,3,5
5055,43,550,3,2
5056,42,2197,4,-5
5057,74,-5,-5,-5
5058,29,-5,-5,-5
5059,23,576,2,2
5060,22,542,3,1
5061,37,-4,3,8
5062,53,990,4,1
5063,30,525,3,1
5064,52,400,-2,0
5065,68,770,5,4
5066,54,74,5,5
5067,55,1709,4,4
5068,1,830,3,0
5069,19,350,1,0
5070,22,1875,2,1
5071,28,-4,-4,1
5072,31,425,2,1
5073,17,545,3,4
5074,27,460,3,1
5075,16,-4,2,1
5076,13,715,3,1
5077,2,450,2,0
5078,23,677,2,0
5079,15,475,3,1
5080,4,950,3,1
5081,2,-5,-5,-5
5082,4,400,1,0
5083,-4,917,4,-5
5084,-4,227,3,1
5085,11,671,3,1
5086,4,-4,-4,-5
5087,6,400,2,0
5088,8,600,3,1
5089,3,576,1,0
5090,3,-5,-5,-5
5091,52,825,5,3
5092,49,833,5,2
5093,66,1165,5,4
5094,30,400,3,1
5095,78,930,5,6
5096,66,-4,-4,8
5097,40,890,4,1
5098,36,625,4,2
5099,92,1023,5,4
5100,69,800,3,2
5101,54,904,4,1
5102,42,961,4,1
5103,47,-4,-4,1
5104,64,605,3,1
5105,19,-4,-4,-5
5106,18,894,3,1
5107,77,1400,4,5
5108,95,240,5,3
5109,22,-5,-5,8
5110,25,500,3,-5
5111,84,325,3,-5
5112,65,-5,-5,-5
5113,58,785,3,1
5114,73,1092,4,-5
5115,43,769,4,1
5116,12,-5,-5,-5
5117,19,475,2,0
5118,14,611,4,-5
5119,15,319,3,1
5120,91,1258,5,-5
5121,69,1081,3,1
5122,13,1150,3,1
5123,37,225,3,1
5124,87,560,5,3
5125,77,-4,-4,4
5126,47,594,3,-5
5127,43,500,0,2
5128,50,531,0,0
5129,77,525,3,4
5130,16,211,0,1
5131,65,340,0,1
5132,46,450,2,0
5133,14,-5,-5,1
5134,40,550,4,2
5135,36,439,2,-5
5136,-4,800,3,-5
5137,-4,-4,-4,-5
5138,38,540,3,-5
5139,24,160,3,1
5140,56,1150,4,4
5141,70,1395,3,1
5142,53,900,3,1
5143,70,1252,4,5
5144,50,700,4,1
5145,79,600,1,1
5146,6,631,0,1
5147,45,1560,3,4
5148,32,697,3,-5
5149,63,1442,3,2
5150,-4,600,3,-5
5151,67,65000,3,1
5152,25,723,2,1
5153,73,1000,6,5
5154,38,-5,-5,-5
5155,36,675,3,1
5156,47,-4,-4,1
5157,21,-4,-4,-5
5158,47,1219,3,1
5159,22,-4,-4,1
5160,-4,1076,3,1
5161,43,1071,3,1
5162,68,1719,4,1
5163,69,988,3,1
5164,15,-4,-4,-5
5165,17,2823,3,-5
5166,93,1752,5,4
5167,42,1596,0,1
5168,84,525,4,3
5169,43,600,3,4
5170,88,723,6,6
5171,21,875,2,-5
5172,63,800,3,-5
5173,57,1057,4,-5
5174,69,1405,3,-5
5175,42,-5,-5,-5
5176,39,625,3,1
5177,35,-4,-4,1
5178,67,525,1,1
5179,51,-4,-4,1
5180,46,-4,-4,1
5181,66,1125,4,2
5182,10,1000,0,0
5183,51,1057,4,-5
5184,21,697,3,1
5185,80,400,3,7
5186,53,525,3,1
5187,61,600,3,1
5188,59,961,5,4
5189,42,-4,-4,-5
5190,-3,127,0,-5
5191,69,768,2,2
5192,21,450,3,1
5193,42,1200,4,2
5194,57,1050,3,-5
5195,52,581,4,8
5196,73,-5,-5,-5
5197,59,-4,-4,3
5198,48,-4,-4,1
5199,66,550,0,3
5200,18,385,0,-5
5201,57,571,0,1
5202,40,-4,-4,-5
5203,7,625,0,2
5204,-4,725,3,-5
5205,63,600,3,-5
5206,42,-5,-5,-5
5207,65,500,0,0
5208,64,743,3,3
5209,21,-4,2,1
5210,-4,-5,-5,-5
5211,12,340,2,1
5212,84,550,3,4
5213,-4,1682,5,-5
5214,61,333,2,4
5215,12,1100,0,1
5216,8,425,0,0
5217,53,700,1,0
5218,49,1826,3,1
5219,25,600,3,1
5220,25,-4,-4,-4
5221,17,1500,3,1
5222,40,671,2,2
5223,84,774,4,-5
5224,-4,-4,-4,1
5225,30,800,3,1
5226,81,1282,5,4
5227,50,950,3,1
5228,40,867,5,3
5229,29,913,3,1
5230,15,498,-2,-5
5231,13,575,3,1
5232,8,-4,-4,1
5233,39,-4,-4,1
5234,69,-5,-5,-5
5235,9,814,3,1
5236,84,1000,3,1
5237,59,1104,3,-5
5238,15,425,2,0
5239,20,-4,-4,1
5240,-4,930,3,-5
5241,-4,1153,5,5
5242,80,1453,6,-5
5243,55,1250,3,2
5244,43,1458,4,3
5245,67,-4,5,7
5246,36,800,3,1
5247,52,783,3,1
5248,43,800,3,2
5249,50,1000,-2,1
5250,75,-4,-4,-4
5251,22,800,3,1
5252,38,700,4,1
5253,29,600,3,2
5254,37,1250,3,1
5255,21,650,3,1
5256,29,-4,-4,0
5257,28,500,3,1
5258,34,625,3,1
5259,29,600,3,1
5260,20,-4,-4,0
5261,36,595,2,1
5262,44,736,-2,1
5263,62,900,2,1
5264,4,1394,3,3
5265,1,1394,3,-5
5266,45,1050,3,1
5267,8,976,3,1
5268,69,1000,3,1
5269,13,800,3,0
5270,25,625,0,-5
5271,39,335,1,1
5272,32,465,0,1
5273,32,-4,-4,-5
5274,42,700,3,2
5275,34,500,3,1
5276,32,430,3,1
5277,15,355,0,1
5278,22,500,2,1
5279,8,-5,-5,0
5280,13,1145,0,1
5281,10,900,1,1
5282,35,600,4,-5
5283,16,1012,0,-5
5284,41,500,3,1
5285,1,350,0,1
5286,28,-4,-4,1
5287,81,961,5,3
5288,25,1168,3,1
5289,92,490,4,4
5290,53,1125,3,1
5291,13,1000,3,1
5292,52,800,4,1
5293,14,610,3,1
5294,35,1043,3,1
5295,71,884,5,5
5296,74,-4,-4,1
5297,14,400,1,1
5298,35,-4,-4,1
5299,74,1458,5,5
5300,40,1350,5,4
5301,76,935,3,1
5302,72,-5,-5,-5
5303,44,-4,3,-5
5304,90,1500,1,3
5305,22,-4,-4,1
5306,23,629,2,1
5307,26,850,3,1
5308,9,460,2,1
5309,-4,233,3,-5
5310,80,1410,4,5
5311,39,680,3,-5
5312,16,400,3,1
5313,40,1000,2,1
5314,44,1247,3,1
5315,52,-4,-4,1
5316,80,1030,3,1
5317,61,450,3,1
5318,81,465,4,1
5319,98,-5,-5,-5
5320,7,-5,-5,-5
5321,79,96,0,1
5322,42,1180,3,1
5323,10,850,0,0
5324,-4,1875,0,0
5325,86,-4,-4,5
5326,93,1236,5,4
5327,62,550,3,1
5328,35,650,0,1
5329,22,1020,3,1
5330,53,600,3,2
5331,-4,700,0,1
5332,80,-4,-4,8
5333,53,400,3,8
5334,64,2403,5,4
5335,56,900,4,1
5336,28,740,3,1
5337,49,650,3,1
5338,35,400,2,1
5339,69,483,3,1
5340,19,500,2,1
5341,85,1340,5,4
5342,67,1048,5,3
5343,57,1534,4,4
5344,44,513,5,4
5345,65,800,5,-5
5346,53,323,4,-5
5347,40,1125,0,2
5348,66,1730,5,4
5349,50,-4,-4,2
5350,12,600,4,2
5351,78,1556,5,5
5352,64,1346,5,4
5353,51,494,3,8
5354,34,475,3,1
5355,82,1550,5,-5
5356,58,1050,3,2
5357,19,675,2,1
5358,69,872,4,2
5359,84,505,3,-5
5360,47,-4,-4,1
5361,38,360,4,4
5362,59,1125,0,1
5363,30,641,3,0
5364,20,996,0,1
5365,14,799,0,2
5366,87,560,2,1
5367,74,-5,-5,-5
5368,86,854,4,4
5369,62,705,3,1
5370,17,550,3,1
5371,46,1394,3,1
5372,87,470,5,4
5373,92,769,4,3
5374,66,641,5,3
5375,8,609,0,1
5376,68,400,0,1
5377,80,775,3,2
5378,32,500,4,-5
5379,25,650,3,1
5380,16,-5,-5,1
5381,89,385,3,4
5382,56,1055,3,1
5383,42,-4,3,1
5384,55,-5,-5,-5
5385,42,380,4,1
5386,82,904,5,-5
5387,64,897,0,8
5388,94,576,5,3
5389,93,1442,5,5
5390,79,-4,4,2
5391,52,555,4,3
5392,68,619,3,2
5393,79,1004,5,3
5394,61,615,5,-4
5395,49,475,0,4
5396,58,958,0,1
5397,86,863,5,8
5398,70,850,5,4
5399,55,384,3,1
5400,50,1030,2,0
5401,81,1846,2,1
5402,21,1187,3,1
5403,43,-5,-5,-5
5404,44,41250,3,1
5405,51,604,3,1
5406,63,1042,5,4
5407,14,1500,2,0
5408,37,-4,-4,2
5409,28,450,2,1
5410,76,785,5,3
5411,10,-5,-5,1
5412,92,-4,-4,2
5413,45,166,2,1
5414,41,166,3,1
5415,63,472,4,3
5416,97,961,3,4
5417,74,323,3,1
5418,52,1356,4,4
5419,91,1254,5,4
5420,87,1370,5,3
5421,76,151,2,1
5422,71,810,3,8
5423,2,-4,1,0
5424,84,-4,-4,1
5425,-4,-4,3,-5
5426,45,500,3,-5
5427,55,515,3,-5
5428,61,920,3,2
5429,80,615,4,8
5430,84,475,3,4
5431,79,307,3,2
5432,84,-5,-5,-5
5433,99,1298,5,-5
5434,9,-5,-5,-5
5435,66,694,2,1
5436,29,545,2,2
5437,98,1357,4,-5
5438,95,1562,5,4
5439,94,1319,5,4
5440,86,50,3,1
5441,28,550,1,1
5442,25,500,3,1
5443,2,400,3,1
5444,16,600,0,1
5445,29,450,3,1
5446,11,500,0,0
5447,5,533,0,0
5448,2,-4,-4,0
5449,5,-4,-4,0
5450,17,500,3,1
5451,30,1124,3,-5
5452,36,-5,-5,1
5453,22,939,4,2
5454,25,575,3,1
5455,8,-4,-4,0
5456,8,700,0,1
5457,11,-4,-4,0
5458,-4,581,3,2
5459,-4,-5,-5,2
5460,-4,-4,-4,1
5461,2,875,1,0
5462,11,-4,-4,1
5463,18,752,2,1
5464,8,-4,-4,1
5465,6,-4,-4,1
5466,14,-4,-4,-5
5467,10,-4,-4,1
5468,4,285,2,0
5469,3,-4,-4,0
5470,38,600,3,1
5471,6,-4,-4,-5
5472,76,-5,-5,2
5473,52,1019,4,1
5474,52,1298,4,4
5475,2,-4,-4,1
5476,2,383,3,-5
5477,57,500,4,1
5478,65,850,3,1
5479,2,505,3,1
5480,7,-4,-4,1
5481,93,1057,5,4
5482,3,625,3,1
5483,20,500,0,1
5484,24,450,3,1
5485,19,325,5,4
5486,21,350,3,1
5487,32,-4,-4,0
5488,13,350,0,0
5489,99,-4,-4,6
5490,18,-5,-5,-5
5491,41,1375,3,-5
5492,40,-4,-4,-5
5493,35,961,3,1
5494,45,683,3,1
5495,-4,844,3,1
5496,10,722,2,0
5497,56,772,4,1
5498,28,568,1,-5
5499,25,1380,3,1
5500,45,605,3,1
5501,21,1200,4,1
5502,18,550,0,1
5503,47,-5,-5,-5
5504,73,961,4,4
5505,15,765,3,1
5506,13,594,3,1
5507,23,-5,-5,-5
5508,18,750,-2,1
5509,9,605,3,1
5510,13,473,-2,1
5511,64,5,4,1
5512,53,-4,-4,-4
5513,99,1580,5,4
5514,37,-4,-4,1
5515,63,525,3,2
5516,24,500,2,-5
5517,2,475,3,0
5518,6,662,0,2
5519,3,450,1,0
5520,11,680,2,-5
5521,74,650,1,1
5522,67,540,4,1
5523,9,-4,-4,-5
5524,36,750,0,1
5525,9,1068,0,0
5526,11,525,0,0
5527,5,833,0,0
5528,31,697,3,2
5529,8,1212,2,0
5530,9,400,0,1
5531,70,1193,3,1
5532,52,-5,-5,0
5533,29,-5,-5,1
5534,15,-5,-5,0
5535,3,3500,-2,-5
5536,25,-4,-4,1
5537,4,66,1,1
5538,11,625,2,1
5539,63,833,0,1
5540,32,928,3,1
5541,91,500,3,-5
5542,36,675,3,-5
5543,82,931,5,4
5544,12,635,2,1
5545,42,712,3,1
5546,33,820,3,2
5547,19,738,1,1
5548,32,500,2,-5
5549,31,-5,-5,-5
5550,8,625,1,1
5551,13,650,1,1
5552,38,645,0,0
5553,24,500,3,1
5554,42,700,0,0
5555,59,600,2,1
5556,8,600,2,0
5557,53,507,4,1
5558,1,785,1,1
5559,-4,-5,-5,-5
5560,26,400,3,1
5561,6,500,2,0
5562,-4,-5,-5,-5
5563,-4,750,4,-5
5564,61,-5,-5,-5
5565,37,594,5,3
5566,39,617,3,1
5567,81,807,5,-5
5568,47,23800,4,1
5569,35,-4,-4,-5
5570,45,750,4,-5
5571,55,-4,-4,-5
5572,54,759,3,1
5573,61,791,1,1
5574,32,745,2,1
5575,58,550,3,1
5576,28,711,-1,1
5577,16,545,3,1
5578,6,1000,3,1
5579,45,865,3,-5
5580,29,750,0,1
5581,21,-4,-4,1
5582,25,520,3,-5
5583,21,634,3,1
5584,15,-5,-5,-5
5585,18,668,3,1
5586,30,1153,3,1
5587,87,881,3,1
5588,9,686,0,0
5589,7,-4,-4,0
5590,80,1048,5,4
5591,56,651,3,4
5592,97,-4,-4,5
5593,-4,1386,4,3
5594,75,680,5,8
5595,28,350,2,1
5596,98,1098,5,8
5597,91,641,4,4
5598,35,820,3,-5
5599,62,961,5,4
5600,33,560,3,1
5601,-3,-4,3,1
5602,15,-5,-5,-5
5603,13,517,2,0
5604,1,571,1,0
5605,5,-4,-4,0
5606,5,581,3,1
5607,23,680,3,1
5608,2,500,1,0
5609,11,500,0,-4
5610,-4,1017,5,5
5611,8,274,3,1
5612,48,600,3,1
5613,1,2300,1,1
5614,14,400,3,1
5615,30,343,0,1
5616,4,1245,3,1
5617,4,874,3,1
5618,48,778,4,4
5619,13,865,3,1
5620,53,-5,-5,-5
5621,37,750,3,5
5622,27,500,3,-5
5623,96,2392,6,7
5624,77,456,5,5
5625,57,930,3,1
5626,27,625,3,2
5627,53,450,3,1
5628,40,-5,-5,1
5629,5,335,0,0
5630,4,550,0,1
5631,52,335,0,1
5632,58,950,5,3
5633,11,960,3,1
5634,6,505,3,-5
5635,5,600,3,1
5636,4,750,3,1
5637,7,737,3,8
5638,-4,-4,-4,1
5639,-4,1015,3,1
5640,1,-4,-4,1
5641,11,545,3,1
5642,-4,625,3,0
5643,6,375,2,0
5644,9,500,0,0
5645,39,440,3,2
5646,26,762,3,1
5647,27,-4,-4,1
5648,84,750,3,1
5649,72,1314,3,2
5650,6,906,1,1
5651,88,2153,5,5
5652,57,663,3,1
5653,58,-5,-5,1
5654,57,141,3,1
5655,84,1250,5,3
5656,53,-4,-4,1
5657,72,826,5,4
5658,69,795,3,1
5659,61,-5,-5,-5
5660,69,1489,2,1
5661,62,941,4,1
5662,2,-4,-4,-5
